Player_Num,VS PLAYER,TEAM,GP,W,L,MIN,OPP FGM,OPP FGA,OPP FG%,OPP 3PM,OPP 3PA,OPP 3P%,OPP FTM,OPP FTA,OPP FT%,OPP OREB,OPP DREB,OPP REB,OPP AST,OPP TOV,OPP STL,OPP BLK,OPP BLKA,OPP PF,OPP PFD,OPP PTS,OPP +/-
1,"Moore, E'Twaun",NOP,82,48,34,31.5,27.3,59.9,45.5,7.3,19.8,36.8,9.7,12.2,78.9,7,22.5,29.5,15.8,9.5,5,2.8,4.1,13.3,11.9,71.5,-1.8
1,"Connaughton, Pat",POR,82,49,33,18.1,14,31.9,43.8,3.7,10.5,35.4,7.1,9.4,75.2,3.4,12.3,15.7,7.4,4.3,2.7,2,1.6,7,7.8,38.7,-1.7
1,"Felton, Raymond",OKC,82,48,34,16.6,12.8,28.4,45,3.6,9.8,36.4,5.8,7.5,77.6,3.6,11.8,15.4,7.7,5.1,2.3,1.6,1.8,7.3,7.2,34.9,0.6
1,"Ferrell, Yogi",DAL,82,24,58,27.8,21.6,48,45.1,5.7,16.8,34.1,9.5,12.6,75,5.5,21.1,26.6,12.5,8.2,4,2.5,2.3,11.7,11.4,58.5,0
1,"Gibson, Taj",MIN,82,47,35,33.2,27.3,58.5,46.7,7.5,20.5,36.6,11,14.1,78,6.8,21.8,28.6,16.4,10.5,4.2,3,3.2,14.3,11.7,73.2,-2.9
1,"Gortat, Marcin",WAS,82,43,39,25.3,20.5,44.7,45.9,5.2,14.9,34.9,8,10.4,77.6,5.3,17.5,22.7,11.9,7.7,4.2,2.5,2.3,9.1,9.4,54.3,-1.3
1,"Wiggins, Andrew",MIN,82,47,35,36.3,30,64.1,46.9,8.3,22.9,36.5,12,15.3,78.5,7.4,24.1,31.5,17.8,11.3,4.8,3.6,3.4,15.5,13.1,80.5,-2.5
1,"Ingles, Joe",UTA,82,48,34,31.4,24.6,54.2,45.4,6.1,16.5,37.1,10.3,13.2,77.8,5.7,21.4,27,13.3,9.8,5.3,3.1,3.3,13.3,12.7,65.5,-3.2
1,"James, LeBron",CLE,82,50,32,36.9,32.5,67.7,48,9.1,24.2,37.7,11.2,14.9,75.5,7.5,25.6,33.1,20.3,10.2,5.9,3.3,3,15.6,14.1,85.4,-1.3
1,"Brooks, Dillon",MEM,82,22,60,28.7,21.8,47.8,45.6,6.2,17.3,36,11.8,15.3,77.1,5.6,19.9,25.5,13,8.7,4.9,3.1,2.6,12,13.6,61.6,3
1,"Jones, Tyus",MIN,82,47,35,17.9,14.6,30.8,47.3,3.5,10.1,35,5.4,7,77.1,3.5,11.8,15.4,8.6,5.7,2.3,1.7,1.6,7.6,6.7,38.1,-2.2
1,"Joseph, Cory",IND,82,48,34,27,21.8,47.2,46.1,5.9,17.6,33.6,9,11.8,76.5,5.4,18.2,23.6,12.5,8.3,4,3,2.2,10.9,11,58.5,0.6
1,"Middleton, Khris",MIL,82,44,38,36.4,29.5,62.7,47.1,7.7,20.4,37.8,13.7,17.6,78.1,7.6,24.6,32.2,17.7,12,5.4,3.3,4.1,15,16.1,80.5,-1.2
1,"Miller, Darius",NOP,82,48,34,23.7,20.3,44.2,45.8,4.9,14.7,33.5,9.3,11.8,79,5.1,17,22,11,6.6,4,2,2.6,10,10.3,54.8,0.3
1,"Tucker, PJ",HOU,82,65,17,27.8,22.4,48.6,46.1,5.8,16.9,34.3,8.7,11.6,75.1,5,18.7,23.6,12.5,8.8,4.2,2.6,2.8,12.1,11.2,59.3,-6.4
1,"Towns, Karl-Anthony",MIN,82,47,35,35.6,29.3,62.3,47.1,7.9,21.3,36.9,11.2,14.4,78.1,7.2,22.8,30,17.6,10.8,4.7,3.3,3.3,15.8,13.1,77.8,-4.6
1,"Mills, Patty",SAS,82,47,35,25.7,20.8,44.9,46.4,4.9,13.7,35.4,8.2,10.8,76,5,17.7,22.7,12,7.5,3.9,2.1,3,10.7,9.8,54.7,-1.3
1,"Biyombo, Bismack",ORL,82,25,57,18.2,15.8,33.7,46.8,4,10.5,37.8,6,7.9,76.5,4.5,13.3,17.8,9.1,5,3.2,2,2.2,7.2,7.4,41.5,5.2
1,"Stephenson, Lance",IND,82,48,34,22.6,18.7,39,48,4.9,14.2,34.7,7.8,10.3,75.9,4.3,15.1,19.3,11,6.7,3.1,2.3,1.8,8.7,9.7,50.2,1.3
1,"Bender, Dragan",PHX,82,21,61,25.2,22.3,47.2,47.2,5.7,15.5,36.6,9.5,12.3,77.3,5.5,19,24.5,12.4,6.8,4.6,3,2.2,10.5,11.1,59.7,5.7
1,"Smith, Ish",DET,82,39,43,24.9,20.3,44.5,45.5,5.6,15.9,35,8.1,10.1,79.5,4.6,17.9,22.5,12.8,7.2,3.6,2.4,2.2,9.5,9.5,54.1,-0.5
1,"Patterson, Patrick",OKC,82,48,34,15.5,12.3,26.9,45.8,3.4,9.3,36.8,4.7,6.2,76.5,3.3,11.3,14.6,7.3,5,2.1,1.6,1.9,6.7,6.3,32.8,0.9
1,"Poeltl, Jakob",TOR,82,59,23,18.6,14.3,31.7,45.1,3.3,9.3,36,7.7,10.1,76.6,3.7,12.4,16.1,8.1,6,2.6,2,2.3,7.4,9,39.7,-3
1,"Beal, Bradley",WAS,82,43,39,36.3,28.9,63.4,45.5,7.3,21.4,34.2,13.4,17.3,77.4,7.8,24.5,32.3,16.4,11.2,5.9,3.4,3.4,14.3,15.1,78.4,-2.2
1,"Prince, Taurean",ATL,82,24,58,30,26,54.6,47.7,7.3,19.1,38.2,10.3,13.1,78.4,6.5,21.2,27.8,16.7,9.6,5.6,3.5,2.8,12.2,12.4,69.6,4.5
1,"Randle, Julius",LAL,82,35,47,26.7,22.8,49.8,45.8,5.8,16.4,35.3,9.8,12.9,76.1,5.6,18.5,24.2,13.1,7.1,4.5,3.1,2.5,11.7,11.9,61.2,1
27,"Oubre Jr., Kelly",WAS,81,43,38,27.5,22.2,47.9,46.5,5.9,17,34.9,11.4,15.1,75.5,5.7,18.8,24.5,12.8,8.6,4.5,2.8,2.5,12.6,13.4,61.8,1.4
27,"McCollum, CJ",POR,81,48,33,36.1,29.3,64.6,45.3,7.1,19.2,37.1,12.3,16.3,75.4,6.8,25.6,32.4,15.4,9.5,5.2,3.8,4,14.1,14.6,78,-1.5
27,"Richardson, Josh",MIA,81,44,37,33.2,25.6,57.1,44.9,6.4,17.8,36,12.6,16,78.8,6,23.1,29.1,14.2,9.7,5.1,3.3,3.8,13.2,14.3,70.2,-0.5
27,"Baynes, Aron",BOS,81,54,27,18.3,13.7,32,42.8,3.3,10.5,31.6,5.4,7,77.7,3.1,12.9,16,8,5.3,2.5,1.7,1.7,6.4,7.2,36.1,-2.3
27,"Young, Thaddeus",IND,81,48,33,32.2,26.3,56.5,46.5,7.2,20.2,35.5,8.6,11.3,76.1,7,21.8,28.8,15.6,11.1,4.8,3.6,2.8,12,11.8,68.3,-2.6
27,"Siakam, Pascal",TOR,81,59,22,20.7,15.8,35.6,44.4,3.8,10.6,36.1,8.1,10.5,77,4.3,13.9,18.1,9,6.7,2.8,2.2,2.7,8,9.6,43.5,-3.8
27,"Simmons, Ben",PHI,81,51,30,33.7,26.6,61.4,43.3,6.9,20.6,33.6,13.4,17.9,74.8,7.1,21.9,29,15.1,10.3,6,3.4,3.6,14.5,15.9,73.6,-4.8
27,"Barton, Will",DEN,81,46,35,33.1,28.2,59.4,47.4,7.1,19.4,36.8,10.4,14.2,73.2,6.9,22,28.8,16.6,9.3,5.4,3.5,3.5,14.3,13.1,73.9,-1.5
27,"Grant, Jerami",OKC,81,48,33,20.3,15.7,35.2,44.7,4.6,12.4,37,7.8,10.1,77.4,4.3,14.1,18.4,9.2,6.4,3.3,2.2,2.6,9.4,9.1,43.9,-0.2
27,"Holiday, Jrue",NOP,81,47,34,36.1,30.3,68.4,44.4,8.1,23.4,34.9,11.5,14.4,79.5,7.9,25.6,33.5,17.5,11,6,3.2,4.7,15.6,13.7,80.3,-4
27,"Howard, Dwight",CHA,81,35,46,30.4,26.3,56.9,46.2,7.3,19.2,38.2,8.1,10.3,78.8,5.7,21.6,27.2,15.6,8.2,4.5,3.3,3.3,14.3,9.8,68.1,-1.1
27,"Murray, Jamal",DEN,81,46,35,31.7,27.2,56.1,48.4,7.1,18.5,38.5,9.3,12.5,74.8,5.9,20.3,26.2,16.5,8.9,4.9,2.9,3,13.4,11.8,70.9,-2.8
27,"Murray, Dejounte",SAS,81,47,34,21.5,16.6,37.8,43.9,4,11.7,34.3,5.9,7.7,76.9,3.9,15.1,18.9,9.4,6.6,3.3,2,2.9,8.7,7.5,43,-1.9
40,"Lamb, Jeremy",CHA,80,36,44,24.6,20.5,43.9,46.6,5.9,15.7,37.2,7.8,9.9,78.6,4.2,17.6,21.8,12.5,6.9,3.2,2.6,2.3,11.8,9.5,54.5,-1
40,"Smith, JR",CLE,80,49,31,28.1,25.1,51.5,48.7,7,18.4,37.9,8.4,11.1,75.9,5.8,19.9,25.7,15.5,7.5,4.4,2.6,2.1,11.9,10.7,65.6,1.5
40,"Forbes, Bryn",SAS,80,46,34,19,15.2,33.1,46,3.6,10.4,34.5,5.7,7.6,74.9,3.6,13.2,16.7,8.7,5.6,3,1.6,1.9,8,7,39.7,-1.5
40,"Dinwiddie, Spencer",BKN,80,28,52,28.8,24.7,52.3,47.3,5.1,13.7,37.2,10.4,13.5,76.5,5.8,21.4,27.2,12.9,7.2,3.8,3.4,2.7,11.2,12.2,64.9,1.2
40,"Hield, Buddy",SAC,80,27,53,25.3,19.8,42.8,46.1,5.9,16.3,36,8.9,11.6,77.2,4.6,17.7,22.4,12.1,7.7,3.9,2.6,2.2,8.9,10.6,54.3,1.9
40,"Tatum, Jayson",BOS,80,53,27,30.5,23.4,54,43.4,5.8,17.5,32.8,9.9,12.7,77.3,6.4,21.3,27.7,13.3,9,4.3,2.8,3.1,12.2,12.3,62.5,-4.3
40,"Covington, Robert",PHI,80,51,29,31.6,24.3,56.8,42.9,6.4,19.2,33.3,11.8,15.8,75,6,20.7,26.7,13.8,9.9,5.7,3.2,3.5,13.3,14.2,66.9,-6.6
40,"Rozier, Terry",BOS,80,54,26,25.9,19.8,45.5,43.4,5.1,15,33.6,8.8,11.9,74.6,5.2,18.8,24,11.2,7.4,3.5,2.3,2.3,10.9,10.8,53.4,-1.5
40,"Crawford, Jamal",MIN,80,45,35,20.7,18,36.5,49.2,4.7,12.6,37.4,7.1,9.1,77.8,4.3,14,18.4,10.8,6.1,3,2,1.7,9,8.5,47.7,1.9
40,"DeRozan, DeMar",TOR,80,57,23,33.9,27.6,60.8,45.4,6.4,17.7,36.1,13.2,17.1,77.2,6.7,22.8,29.5,15.7,9.4,4.9,3.3,4.1,14.7,15,74.8,-5.5
40,"Westbrook, Russell",OKC,80,47,33,36.4,29.6,63.9,46.3,8.6,23.6,36.5,12.2,15.9,76.7,6.9,24.3,31.2,18.1,12.6,6.1,3.6,3.6,16.5,15.2,79.9,-4.8
40,"Walker, Kemba",CHA,80,36,44,34.2,29.2,63.1,46.3,8.3,21.7,38.1,9.6,12,79.3,6.2,24.3,30.5,17.6,9.6,4.8,3.8,3.4,16.1,11.1,76.3,-2.6
40,"Young, Nick",GSW,80,56,24,17.4,14.5,32,45.3,3.7,10.4,35.3,6.3,8.2,76.5,3.7,12.1,15.9,8.4,5.1,2.9,1.3,2.8,6.9,7.2,38.9,-0.5
40,"Bogdanovic, Bojan",IND,80,47,33,30.8,25.3,55,46,6.6,19.1,34.4,8.9,11.7,76.3,6.7,21.4,28.1,15.1,9.9,4.6,3.3,2.8,11.8,11.6,66.1,-1.1
54,"Tolliver, Anthony",DET,79,37,42,22.2,17.8,39.1,45.5,5.2,14.2,36.8,7,8.8,79.2,4.3,16,20.3,11.2,6.9,3.2,2.1,1.7,8.9,8.7,47.7,-0.3
54,"Kaminsky, Frank",CHA,79,35,44,23.2,19.7,40.8,48.3,5.5,14.7,37.8,7.4,9.3,80.1,3.9,17.2,21.1,12.2,6.6,2.8,2.4,1.9,10.8,8.8,52.4,0.7
54,"Turner, Evan",POR,79,48,31,25.7,20.8,46.6,44.7,5.1,14.4,35.1,9.1,11.8,76.7,5.3,18.5,23.8,10.7,6.6,4.1,2.6,2.7,10.7,10.5,55.8,0.6
54,"Daniels, Troy",PHX,79,20,59,20.5,18.1,37.6,48,4.7,12.4,37.9,8.4,11.1,75.7,4.4,15.4,19.8,10,5.3,3.4,2.7,1.7,8.6,9.8,49.2,5.2
54,"Dieng, Gorgui",MIN,79,45,34,16.9,14.6,29.7,49,4.1,10.8,37.7,5.7,7.3,77.9,3.3,11.9,15.2,8.7,5.5,2.3,1.8,1.2,7.1,6.9,38.9,2.6
54,"Powell, Dwight",DAL,79,23,56,21.2,16.9,36.4,46.4,4.9,13.4,36.3,6.7,8.8,75.3,4,15.6,19.6,10.3,6.4,3.2,1.8,1.2,9.6,8.4,45.3,-0.1
54,"George, Paul",OKC,79,47,32,36.6,29.6,63.9,46.3,8.7,23.4,37,12.3,15.7,78.1,7.1,24.6,31.7,17.8,12.5,6,3.5,3.6,16.1,15.2,80.1,-2.9
54,"Williams, Lou",LAC,79,42,37,32.8,27.9,60.1,46.4,7.2,20.3,35.4,13.5,17.2,78,7.6,22.2,29.8,16.9,9.4,6.1,3.8,3.2,16.4,14.4,76.4,-1.5
54,"Nurkic, Jusuf",POR,79,48,31,26.4,21.5,48.2,44.6,5.2,14.2,36.6,7.8,10.2,76.1,5.2,19.1,24.2,11.5,7.3,4.1,2.8,3.3,10.3,9.8,56,-2
54,"Mitchell, Donovan",UTA,79,46,33,33.4,25.9,57.7,44.9,6.5,18.1,36,10.7,13.9,76.8,6,22.7,28.7,14,10.5,5.8,3.2,3.6,14.1,13.7,69,-4.5
64,"Lowry, Kyle",TOR,78,57,21,32.2,26,57.6,45.1,6.2,17.1,36.5,12.1,15.7,76.8,6.3,21.8,28.1,15,9.3,5,3.1,3.7,13.9,14.2,70.3,-5.1
64,"Saric, Dario",PHI,78,49,29,29.6,23.4,53.6,43.6,6.2,17.8,34.9,11.3,14.9,76.1,5.9,19.2,25.1,13.4,8.6,5.3,3,2.9,12.6,13.3,64.3,-3.7
64,"Ntilikina, Frank",NYK,78,28,50,21.9,16.7,38,44,4.7,13.2,35.6,9,11.7,77,4.6,15.1,19.7,10.1,6.4,3.7,2.1,2.5,8,10.3,47.2,1.3
64,"Davis, Ed",POR,78,48,30,18.9,14.4,32.9,43.6,3.7,10.4,35.3,7.1,9.6,74,3.9,12.4,16.3,7.4,4.7,2.8,2,1.8,7.4,8.2,39.5,-1.2
64,"Anthony, Carmelo",OKC,78,46,32,32.1,26.2,56,46.7,7.6,20.6,37,10.5,13.8,76,6,21.2,27.1,16,10.6,5.2,2.9,3,14.3,13.3,70.4,-3.5
64,"Harris, Joe",BKN,78,27,51,25.3,21.3,46.3,46,4.9,13.3,36.5,9.9,12.8,77.3,5.1,18.4,23.5,11.1,6,4.2,3,2.3,10.3,11.1,57.4,1.5
64,"Bogdanovic, Bogdan",SAC,78,26,52,27.9,22.8,47.5,47.9,6.9,17.9,38.6,10,13,76.7,5.1,20.3,25.3,13.9,8.2,4.6,2.6,2.3,10.2,11.7,62.4,4.6
64,"Green, Jeff",CLE,78,47,31,23.4,19.7,43.5,45.3,5.3,15.8,33.3,7.5,10.1,74.2,5.2,16.4,21.6,12.1,6.7,3.4,2,1.9,10.7,9.5,52.1,-1.3
64,"Williams, Marvin",CHA,78,33,45,25.7,22.1,48.3,45.8,6.1,16.1,37.8,7.1,9,78.6,4.8,18.3,23.2,12.9,7,3.9,2.6,2.8,12,8.4,57.4,-0.9
64,"Drummond, Andre",DET,78,37,41,33.7,28.1,59.8,46.9,7.7,20.9,36.8,10.2,13.1,77.7,6.4,23.7,30.2,17.8,10.1,5.4,3.8,2.7,12.8,12.8,74,0.7
74,"Jordan, DeAndre",LAC,77,39,38,31.5,26.6,57.5,46.4,7.4,20.3,36.2,10.7,13.8,77.9,6.5,21.7,28.2,16.6,8.4,5.4,3.4,2.7,13.7,12.3,71.4,1.7
74,"Valentine, Denzel",CHI,77,26,51,27.2,22.7,48.3,47.1,6.5,17.7,36.4,9.2,11.6,79,4.6,21.1,25.7,14,7.6,4.2,2.8,2.1,9.5,11,61.1,3.5
74,"Rubio, Ricky",UTA,77,44,33,29.3,22.9,50.2,45.6,5.8,15.7,36.7,8.8,11.5,76.4,5.3,20.1,25.4,12.2,9.6,5.2,3,2.8,12.4,11.9,60.2,-2.7
74,"Barnes, Harrison",DAL,77,24,53,34.2,28.1,59.3,47.4,7.4,20.3,36.4,12.1,16.1,75.6,6.2,26.7,32.8,16.7,9.4,5.2,3.2,2.7,13.1,13.7,75.7,4.2
74,"Jackson, Josh",PHX,77,19,58,25.4,22.4,47.9,46.6,5.9,16.3,36.4,10,12.9,77.4,5.9,19.3,25.2,12.5,7.2,4.7,3.3,2.3,11.7,11.7,60.6,6.9
74,"Kuzma, Kyle",LAL,77,34,43,31.2,26.5,58,45.7,6.6,19.4,34.3,11.5,15.1,76.5,6.8,22.1,29,14.7,9.1,5.3,3.6,2.9,13.2,13.7,71.2,1.6
74,"O'Quinn, Kyle",NYK,77,28,49,18,14.3,32,44.7,4.2,11.4,37.1,6.8,8.9,76,3.9,11.9,15.8,8.6,4.9,2.7,1.7,2.2,6.7,8.3,39.6,0.5
74,"Valanciunas, Jonas",TOR,77,56,21,22.4,18.7,41.3,45.3,4.4,11.8,37.2,7.7,9.9,77.9,4.4,14.8,19.2,10.7,5.5,3.6,2.1,2.6,9.4,9.5,49.5,-2.9
74,"Meeks, Jodie",WAS,77,41,36,14.5,12,25,47.8,3.2,8.8,36.1,5.9,8,73.2,2.7,10,12.7,6.9,4.5,2.2,1.5,1,7,7.7,33,2
74,"Mahinmi, Ian",WAS,77,42,35,14.9,11.6,25.3,46,3.1,8.9,35.3,5.8,8,72.5,2.8,9.3,12.1,6.7,4.6,2.5,1.6,1.3,6.8,7.9,32.2,-0.2
74,"Gasol, Pau",SAS,77,45,32,23.5,19,42.7,44.5,4.7,13.2,35.3,5.4,7.5,71.7,4.8,17,21.8,10.8,6.3,3.8,2,2.7,9.8,7.2,48.1,-0.8
74,"Bertans, Davis",SAS,77,43,34,14.1,11.2,24.8,45.1,2.8,7.9,35,4,5.2,76.4,2.8,10,12.8,6.2,4.4,2.3,1.1,1.5,5.8,5,29.1,-1.1
74,"Nowitzki, Dirk",DAL,77,24,53,24.7,20.8,43.5,47.8,5.8,15.4,37.9,7,9.1,76.9,4.5,18.9,23.4,12.5,6.6,3.9,2,1.5,9.8,8.9,54.5,0.7
74,"Porter Jr., Otto",WAS,77,42,35,31.6,25.2,55.1,45.8,6.3,18.7,33.8,10.6,13.7,77.3,6.5,21.1,27.6,14.2,9.9,5.1,2.8,2.9,12.1,12.3,67.4,-3.7
74,"Favors, Derrick",UTA,77,46,31,28,22.2,48.5,45.8,5.6,14.8,37.7,8.1,10.5,76.7,5,18.2,23.2,11.9,8.3,4.9,2.6,2.8,11,10.5,58.1,-1.9
74,"Ellington, Wayne",MIA,77,42,35,26.5,20.3,45.5,44.5,5.4,15.1,35.8,9.4,12.2,76.5,4.9,18.4,23.2,11.2,7.2,3.8,2.4,2.9,10.7,10.8,55.3,-1.6
90,"Olynyk, Kelly",MIA,76,42,34,23.4,18,39.1,46,4.6,12.7,36.5,8.3,10.8,76.8,4.2,15.8,20,9.8,7.2,3.3,2.2,2.2,9.5,9.6,49,-3.1
90,"Harrell, Montrezl",LAC,76,39,37,17,14.2,31.5,44.9,3.8,10.7,35.5,6.7,8.6,78.5,4.1,11.3,15.4,8.6,5,3.1,2.4,1.8,8.2,7.7,38.9,-0.7
90,"McConnell, T.J.",PHI,76,50,26,22.4,18,41.1,43.8,4.8,13.5,35.8,9.3,12.6,73.8,5,15.5,20.5,10.2,6.5,3.9,2.6,2.5,9.3,10.4,50.2,0.9
90,"Scott, Mike",WAS,76,39,37,18.5,14.9,32.1,46.4,4.1,11.7,35.4,7.4,9.8,74.7,3.6,12.3,15.9,8.7,5.7,3,1.7,1.5,8.4,9.2,41.3,1.1
90,"Lee, Courtney",NYK,76,27,49,30.4,25.4,55.1,46.1,7.4,19.9,37.2,10.5,13.3,79,6.6,20.8,27.4,15.9,8.2,5.2,3,3.4,11.5,11.9,68.7,3.4
90,"Ibaka, Serge",TOR,76,53,23,27.5,22.6,50.1,45.1,5.1,14.4,35.4,10.3,13.4,77,5.4,18.4,23.8,12.8,7.3,4.2,2.5,3.3,12,12.4,60.6,-4
90,"Adams, Steven",OKC,76,43,33,32.7,26.3,57.1,46.1,7.7,21.4,36.2,10.9,14.2,77,6.2,21.3,27.5,16.3,10.9,5.4,3.1,3,14.4,13.4,71.3,-4.2
90,"VanVleet, Fred",TOR,76,55,21,20,14.9,34.4,43.3,3.5,10.2,34.4,7.8,10.2,76.6,4.2,13.4,17.6,8.2,6.5,2.5,2.2,2.9,8.1,9.3,41.1,-4.6
90,"Henson, John",MIL,76,39,37,25.9,20.8,45.2,46,5.3,14.7,36,9,11.8,76.5,5.2,16.9,22.1,12.9,7.9,3.8,2.3,3.4,10.7,11.1,56,-2.2
99,"Dragic, Goran",MIA,75,39,36,31.7,24.9,55.1,45.2,6,16.7,35.9,12.4,15.6,79.4,6.3,22.2,28.5,13.9,9.4,5,3,3.6,13.1,13.4,68.2,-0.3
99,"Hezonja, Mario",ORL,75,21,54,22.1,18.6,39.7,46.9,4.6,12.8,36.1,7.9,10.2,77.3,5.2,15.8,21,10.9,6.4,3.7,2.3,2.1,8.5,9.3,49.8,2.7
99,"Augustin, D.J.",ORL,75,23,52,23.5,19.6,42.5,46,4.6,13.6,33.6,8,10.4,76.6,5,17.5,22.5,11.9,6.9,3.8,2.5,2.2,9.5,9.6,51.7,1.7
99,"Aldridge, LaMarcus",SAS,75,45,30,33.4,25.9,57.6,44.9,6.4,17.7,36.2,9.9,12.9,77,5.9,22.9,28.8,14.9,9.3,4.9,2.4,4.2,13.1,11.5,68,-3.7
99,"Antetokounmpo, Giannis",MIL,75,39,36,36.8,29.1,63.6,45.8,7.9,21.4,37.1,13.5,17.5,76.9,7.4,24.8,32.2,17.4,11.7,5.1,3.3,4.4,15.7,16.1,79.7,-2
99,"Davis, Anthony",NOP,75,45,30,36.4,30.9,69.5,44.4,8,23.4,34.3,11.3,14.4,78.8,8.5,25.7,34.3,17.7,11.1,6.1,3,4.8,16.1,13.6,81.1,-3.9
99,"Oladipo, Victor",IND,75,48,27,34,27.2,60.3,45.1,7.9,22.2,35.4,9.8,13,75.5,7.8,23,30.7,16.2,11.8,5.1,3.7,3.1,13.3,12.7,72.1,-4.5
99,"Snell, Tony",MIL,75,42,33,27.4,22.8,47.7,47.8,5.8,15.4,37.7,10.3,13.2,78,5.5,18.7,24.1,14,8.7,4,2.5,3,11.3,12.3,61.7,0.8
99,"Crabbe, Allen",BKN,75,25,50,29.3,25.3,53.9,46.9,4.9,13.4,36.1,11.5,15.2,76.2,6.6,22.3,28.9,13.2,7.6,4.5,3.4,3,11.8,13,67,1
99,"Abrines, Alex",OKC,75,42,33,15.1,11.9,26,45.8,3.4,9.4,36.6,5.6,7.2,77.1,3.1,10.6,13.8,7.1,4.8,2.2,1.3,1.6,6.9,6.8,32.7,-0.6
99,"Jokic, Nikola",DEN,75,43,32,32.6,27.3,57.5,47.4,7.2,19.2,37.8,9.3,12.4,74.5,6,20.8,26.8,16.7,8.8,5.3,3.1,2.9,14.2,11.8,71,-4.7
110,"Anderson, Kyle",SAS,74,41,33,26.7,21.3,47,45.4,4.7,13.6,34.7,7.6,9.9,76.6,5,18.6,23.5,12.4,7.8,4.2,2.2,3.5,10.8,8.9,54.9,-1.9
110,"Anunoby, OG",TOR,74,51,23,20,16.6,36.7,45.2,3.5,10.1,34.4,6.2,8.2,76.2,3.9,13.2,17.1,9.3,5.6,3.3,1.9,2.5,8.2,8.2,42.9,-4
110,"Lopez, Brook",LAL,74,34,40,23.4,20.5,44.1,46.4,5.4,14.5,37.5,7.6,10,76.1,4.8,17,21.8,12.4,6.5,4.3,2.4,2.4,9.4,9.4,54.1,1.1
110,"Johnson, Wesley",LAC,74,38,36,20.1,16.8,36.4,46.3,4.5,12.6,35.7,7.5,9.6,78.2,4.4,14.1,18.6,10.3,6.6,3.7,1.9,2.2,9.2,8.3,45.7,0.8
110,"Maker, Thon",MIL,74,40,34,16.7,13.8,28.4,48.4,3.6,9,39.6,6.7,8.4,79.8,3.6,11.7,15.3,8.2,5.7,2.4,1.3,1.7,6.7,7.6,37.8,2.2
