Player_num,PLAYER,TEAM,AGE,GP,W,L,MIN,%FGA 2PT,%FGA 3PT,%PTS 2PT,%PTS 2PT MR,%PTS 3PT,%PTS FBPS,%PTS FT,%PTS OFFTO,%PTS PITP,2FGM %AST,2FGM %UAST,3FGM %AST,3FGM %UAST,FGM %AST,FGM %UAST
1,Dragan Bender,PHX,20,82,21,61,25.2,33.5,66.5,26,0.8,66.7,5.8,7.3,13.7,25.2,50.7,49.3,99.2,0.8,81.3,18.7
1,E'Twaun Moore,NOP,29,82,48,34,31.5,63.8,36.2,57.7,9.6,37.6,21.4,4.7,17.6,48.1,64.1,35.9,98.4,1.6,74.5,25.5
1,PJ Tucker,HOU,33,82,65,17,27.8,29.7,70.3,22.7,3.2,68.7,9.8,8.6,19.1,19.5,57.9,42.1,98.3,1.7,84.9,15.1
1,Pat Connaughton,POR,25,82,49,33,18.1,46.2,53.8,41.3,6.3,50.3,5.9,8.4,11.1,34.9,69.2,30.8,93.2,6.8,80,20
1,Patrick Patterson,OKC,29,82,48,34,15.5,35.7,64.3,25.2,4.4,62.3,10.7,12.6,13.8,20.8,60,40,100,0,84.9,15.1
1,Patty Mills,SAS,29,82,47,35,25.7,39.3,60.7,30.8,16.6,56.4,11.7,12.8,12.8,14.2,47.6,52.4,76,24,63.2,36.8
1,Yogi Ferrell,DAL,25,82,24,58,27.8,50.8,49.2,42.2,20,48,12.3,9.8,16,22.2,40.1,59.9,74.6,25.4,55,45
1,Joe Ingles,UTA,30,82,48,34,31.4,35.4,64.6,27.9,4,65.1,12.7,7,17.3,23.8,35.9,64.1,84.8,15.2,65.7,34.3
1,Raymond Felton,OKC,34,82,48,34,16.6,58.3,41.7,50.6,19.5,43,5.3,6.4,15.8,31.2,7.7,92.3,72.8,27.2,31.3,68.8
1,Khris Middleton,MIL,26,82,44,38,36.4,68,32,54.1,27.1,26.5,11.7,19.4,16.9,27,42.7,57.3,84.2,15.8,53,47
1,Jakob Poeltl,TOR,22,82,59,23,18.6,99.5,0.5,88.9,2.1,0.5,6.7,10.6,16.2,86.8,73,27,100,0,73.1,26.9
1,Julius Randle,LAL,23,82,35,47,26.7,95,5,74.7,3.3,2.3,16.8,23.1,15,71.4,53.4,46.6,100,0,54.4,45.6
1,Ish Smith,DET,29,82,39,43,24.9,87.4,12.6,79.2,26.6,11.7,12.9,9.1,14.5,52.6,20.3,79.7,62.9,37.1,24.2,75.8
1,Lance Stephenson,IND,27,82,48,34,22.6,67.3,32.7,62.4,20.3,26.6,13.7,11.1,15.7,42,23.7,76.3,71.6,28.4,34.3,65.7
1,LeBron James,CLE,33,82,50,32,36.9,74.3,25.7,62.9,10.4,19.9,15.2,17.2,14.9,52.5,30.1,69.9,35.6,64.4,31,69
1,Dillon Brooks,MEM,22,82,22,60,28.7,65.8,34.2,54.8,10.9,31.4,18.2,13.8,16,43.9,53.3,46.7,90.4,9.6,63.5,36.5
1,Taj Gibson,MIN,33,82,47,35,33.2,95.3,4.7,83.7,12,2.1,6.6,14.2,16.3,71.7,71.1,28.9,100,0,71.5,28.5
1,Taurean Prince,ATL,24,82,24,58,30,53.1,46.9,41.3,6.4,45.6,11.6,13.1,15,34.9,38.1,61.9,89.8,10.2,60,40
1,Darius Miller,NOP,28,82,48,34,23.7,26.5,73.5,21.7,13.5,69.2,10.5,9.1,12.2,8.2,59.4,40.6,95.9,4.1,84.3,15.7
1,Karl-Anthony Towns,MIN,22,82,47,35,35.6,75.7,24.3,59.6,10.3,20.7,3.3,19.8,14.5,49.2,64.2,35.8,97.5,2.5,70.4,29.6
1,Cory Joseph,IND,26,82,48,34,27,68.5,31.5,58.2,27.4,31,11.1,10.8,14.6,30.8,27,73,91,9,43.8,56.3
1,Marcin Gortat,WAS,34,82,43,39,25.3,100,0,84.1,11,0,4.1,15.9,10.3,73,75.5,24.5,0,0,75.5,24.5
1,Tyus Jones,MIN,22,82,47,35,17.9,60.7,39.3,50.5,9.1,32.5,21.2,17.1,21.6,41.3,38.1,61.9,93.3,6.7,54.7,45.3
1,Andrew Wiggins,MIN,23,82,47,35,36.3,74,26,62.9,16.7,23.1,10.1,13.9,15.8,46.3,47,53,84.8,15.2,54.5,45.5
1,Bradley Beal,WAS,25,82,43,39,36.3,64.3,35.7,52.1,20,32.1,10.9,15.7,16.9,32.1,35.5,64.5,78.4,21.6,48,52
1,Bismack Biyombo,ORL,25,82,25,57,18.2,99.7,0.3,78.2,5.6,0,4.3,21.8,12,72.6,80.3,19.7,0,0,80.3,19.7
27,Thaddeus Young,IND,30,81,48,33,32.2,79.1,20.9,76,9.6,18.2,11.2,5.8,19.6,66.4,56.5,43.5,94.8,5.2,61.8,38.2
27,Will Barton,DEN,27,81,46,35,33.1,58.9,41.1,48.7,4.3,36.9,21.5,14.4,17.6,44.5,39.2,60.8,73.1,26.9,50.5,49.5
27,Jordan Clarkson,CLE,26,81,40,41,23.3,66.7,33.3,56.6,17.1,29.9,12.9,13.5,15.6,39.5,27.7,72.3,79.5,20.5,41.2,58.8
27,Ben Simmons,PHI,21,81,51,30,33.7,98.9,1.1,85.1,4.7,0,13,14.9,18,80.4,34.4,65.6,0,0,34.4,65.6
27,Kelly Oubre Jr.,WAS,22,81,43,38,27.5,53.3,46.7,40.3,4.8,39.7,16.3,20,19.6,35.5,53.1,46.9,92.1,7.9,68.6,31.4
27,Josh Richardson,MIA,24,81,44,37,33.2,62,38,52.1,18,36.5,9.7,11.5,14.5,34.1,39.7,60.3,95.3,4.7,57.4,42.6
27,Jrue Holiday,NOP,28,81,47,34,36.1,71.4,28.6,64.4,11.6,23.4,12.9,12.2,13.5,52.8,34.3,65.7,70.8,29.2,41.5,58.5
27,Dejounte Murray,SAS,21,81,47,34,21.5,94.4,5.6,79.8,14.7,4.1,19.1,16.1,18.2,65.1,32.6,67.4,100,0,34.8,65.2
27,Pascal Siakam,TOR,24,81,59,22,20.7,73.5,26.5,76.1,1.4,14.8,23.3,9.2,22.6,74.7,68.8,31.3,100,0,72.3,27.7
27,Jerami Grant,OKC,24,81,48,33,20.3,75.9,24.1,62.2,2.6,14.1,10.1,23.8,21.6,59.5,73.1,26.9,93.8,6.3,75.8,24.2
27,CJ McCollum,POR,26,81,48,33,36.1,68.4,31.6,55.2,21.8,32.7,9.5,12.1,13,33.4,21.8,78.2,62.4,37.6,33.3,66.7
27,Jamal Murray,DEN,21,81,46,35,31.7,58.9,41.1,46.4,12,36.6,13,16.9,15.3,34.5,39.8,60.2,77,23,52.6,47.4
27,Doug McDermott,DAL,26,81,30,51,21.8,57.5,42.5,46,8.3,43.8,9.8,10.2,14.6,37.8,84.1,15.9,100,0,90.3,9.7
27,Dwight Howard,CHA,32,81,35,46,30.4,99.2,0.8,75,6.2,0.2,3.2,24.8,13.1,68.7,56.8,43.2,100,0,56.9,43.1
27,Aron Baynes,BOS,31,81,54,27,18.3,95.3,4.7,85.9,25.7,1.9,0.8,12.2,8.3,60.2,74.4,25.6,100,0,74.8,25.2
42,Jae Crowder,UTA,27,80,52,28,26.1,49.2,50.8,41.7,8.8,42.7,10.3,15.7,17.3,32.9,80.7,19.3,92.7,7.3,85.6,14.4
42,Jayson Tatum,BOS,20,80,53,27,30.5,71,29,52.5,16.5,28.3,14.2,19.2,18.2,36,56.5,43.5,92.4,7.6,66,34
42,Robert Covington,PHI,27,80,51,29,31.6,34.2,65.8,28.1,3.8,60.4,17.7,11.5,20.1,24.4,81,19,97,3,90.4,9.6
42,Bryn Forbes,SAS,24,80,46,34,19,54.1,45.9,43.2,21.3,48.1,12.6,8.6,17.3,22,68.3,31.7,94.4,5.6,79.4,20.6
42,Buddy Hield,SAC,24,80,27,53,25.3,56.3,43.7,44.5,18.7,48.9,17.2,6.6,20.6,25.8,44.2,55.8,77.3,22.7,58.2,41.8
42,Marco Belinelli,PHI,32,80,39,41,24.3,48.3,51.7,38.7,20.6,46,7.3,15.2,16.6,18.1,80.3,19.7,87.2,12.8,83.4,16.6
42,Tobias Harris,LAC,25,80,39,41,33.3,63.6,36.4,51,12.2,36.9,10.2,12,15.3,38.8,45.9,54.1,86.9,13.1,59.3,40.7
42,Bojan Bogdanovic,IND,29,80,47,33,30.8,54.7,45.3,43.6,9.6,40.8,23,15.6,17.4,34,53,47,94.2,5.8,68.8,31.2
42,Jamal Crawford,MIN,38,80,45,35,20.7,57.7,42.3,49.6,32.4,38,6.2,12.4,13,17.3,23,77,73.1,26.9,39.9,60.1
42,Kemba Walker,CHA,28,80,36,44,34.2,55.9,44.1,40.3,13.4,39.2,11.1,20.5,14.5,26.9,15.1,84.9,48.1,51.9,28.1,71.9
42,Jeremy Lamb,CHA,26,80,36,44,24.6,69.5,30.5,55.4,17.4,27.3,8.9,17.3,13.5,37.9,39.9,60.1,68.1,31.9,46.8,53.2
42,DeMar DeRozan,TOR,28,80,57,23,33.9,79.7,20.3,60.4,23.3,14.5,9.1,25.1,15.5,37.2,26.3,73.7,67.4,32.6,31.9,68.1
42,Nick Young,GSW,33,80,56,24,17.4,33.2,66.8,26.9,12.4,63.5,19.3,9.6,13.1,14.5,64.1,35.9,88.6,11.4,79.1,20.9
42,Russell Westbrook,OKC,29,80,47,33,36.4,80.7,19.3,65.1,20.7,14.3,21.7,20.6,20.4,44.4,17,83,43.3,56.7,20.3,79.7
42,JR Smith,CLE,32,80,49,31,28.1,36,64,29.3,13.6,64.8,10.6,5.9,13.6,15.7,32,68,91.6,8.4,67.5,32.5
42,Terry Rozier,BOS,24,80,54,26,25.9,49.8,50.2,36.2,10.7,51,15.1,12.8,17.4,25.6,26.4,73.6,70.6,29.4,47.8,52.2
42,Spencer Dinwiddie,BKN,25,80,28,52,28.8,48.3,51.7,36.3,4.8,42,6.5,21.6,12.4,31.6,14.2,85.8,59.6,40.4,34,66
59,Gorgui Dieng,MIN,28,79,45,34,16.9,84.3,15.7,71.1,35.3,12.1,7.7,16.8,16.6,35.7,78.4,21.6,89.5,10.5,79.6,20.4
59,Anthony Tolliver,DET,33,79,37,42,22.2,22.7,77.3,17.1,1.4,67.9,11.2,15.1,15.1,15.6,73.3,26.7,100,0,92.7,7.3
59,Paul George,OKC,28,79,47,32,36.6,54.6,45.4,38.3,11.6,42.2,11.9,19.5,15.3,26.6,35.8,64.2,80.3,19.7,54.7,45.3
59,Lou Williams,LAC,31,79,42,37,32.8,61.3,38.7,44.4,13.2,31.3,11.4,24.2,12.2,31.2,24.2,75.8,65.1,34.9,37.3,62.7
59,Jusuf Nurkic,POR,23,79,48,31,26.4,99.3,0.7,84.8,12.2,0,3.7,15.2,12.5,72.6,69.4,30.6,0,0,69.4,30.6
59,Frank Kaminsky,CHA,25,79,35,44,23.2,61.7,38.3,46.5,8.7,35.7,6,17.8,14.8,37.8,51.7,48.3,99,1,67.8,32.2
59,Evan Turner,POR,29,79,48,31,25.7,77.1,22.9,66.6,30.5,19.4,7.1,14,12.9,36.1,23.6,76.4,97.6,2.4,35.7,64.3
59,Donovan Mitchell,UTA,21,79,46,33,33.4,59.6,40.4,50.5,8.8,34.7,11.8,14.8,15,41.7,24.8,75.2,65.8,34.2,37.6,62.4
59,Dwight Powell,DAL,26,79,23,56,21.2,80.5,19.5,67.7,4.5,12.5,5.2,19.8,11,63.2,82.8,17.2,100,0,84.7,15.3
59,Troy Daniels,PHX,26,79,20,59,20.5,20.3,79.7,13.9,6.3,78.1,8.7,8,10.1,7.7,69.4,30.6,92.3,7.7,87.5,12.5
69,Carmelo Anthony,OKC,34,78,46,32,32.1,59.4,40.6,48.1,28.7,40.2,11,11.7,15.7,19.3,37.6,62.4,87.6,12.4,55.5,44.5
69,Ed Davis,POR,29,78,48,30,18.9,99.7,0.3,82.1,1.4,0,4.1,17.9,13.3,80.7,57.6,42.4,0,0,57.6,42.4
69,Andre Drummond,DET,24,78,37,41,33.7,98.8,1.2,79.6,1.4,0,8,20.4,14.7,78.2,54.5,45.5,0,0,54.5,45.5
69,Jeff Green,CLE,31,78,47,31,23.4,72.5,27.5,57.2,8.3,18.8,13.4,24,17,48.9,58.3,41.7,96.2,3.8,65.1,34.9
69,Kyle Lowry,TOR,32,78,57,21,32.2,36.9,63.1,26,4.6,56.4,17.2,17.6,13.2,21.5,26.7,73.3,64.3,35.7,48.9,51.1
69,Joe Harris,BKN,26,78,27,51,25.3,42.4,57.6,36.6,2.1,53.2,11.5,10.2,13.1,34.5,63.9,36.1,94.7,5.3,79,21
69,Bogdan Bogdanovic,SAC,25,78,26,52,27.9,57.4,42.6,46.9,19.2,42.2,9.1,10.9,16.1,27.7,35.8,64.2,76,24,50.9,49.1
69,Frank Ntilikina,NYK,19,78,28,50,21.9,68.6,31.4,57,26.3,32.4,7.3,10.6,14.7,30.7,33.3,66.7,80,20,46.2,53.8
69,Dario Saric,PHI,24,78,49,29,29.6,55.2,44.8,43.1,7.4,41.3,8.2,15.6,15.9,35.8,66.3,33.7,100,0,79.4,20.6
69,Marvin Williams,CHA,32,78,33,45,25.7,45.8,54.2,35.5,4.3,50.8,10.6,13.7,12.9,31.2,65.2,34.8,99.2,0.8,81.8,18.2
79,Ian Mahinmi,WAS,31,77,42,35,14.9,99.2,0.8,75.4,2.2,0,2.5,24.6,10.7,73.2,62.3,37.7,0,0,62.3,37.7
79,Harrison Barnes,DAL,26,77,24,53,34.2,72.4,27.6,57.6,17.8,24.6,5.5,17.8,13.2,39.8,36.6,63.4,83.2,16.8,46.9,53.1
79,Kyle Kuzma,LAL,22,77,34,43,31.2,58.2,41.8,49.8,6.9,38.4,16.3,11.8,14.1,42.8,53.1,46.9,88.1,11.9,65,35
79,Dirk Nowitzki,DAL,40,77,24,53,24.7,55.5,44.5,44.9,33.2,44.7,5.2,10.5,10,11.7,77.4,22.6,100,0,86.4,13.6
79,Jodie Meeks,WAS,30,77,41,36,14.5,46.6,53.4,34.9,9.9,44.4,14,20.7,19.3,25.1,76.5,23.5,94.4,5.6,84.7,15.3
79,Josh Jackson,PHX,21,77,19,58,25.4,76.7,23.3,65.6,13,16.9,21.1,17.5,17.1,52.6,36.1,63.9,91.2,8.8,44.2,55.8
79,Wayne Ellington,MIA,30,77,42,35,26.5,17.3,82.7,13.4,4.2,78.8,10.3,7.8,15.7,9.3,65.5,34.5,94.7,5.3,88.8,11.2
79,Derrick Favors,UTA,26,77,46,31,28,91,9,80.7,10.6,4.4,5.5,14.8,14.6,70.1,78.5,21.5,100,0,79.2,20.8
79,Denzel Valentine,CHI,24,77,26,51,27.2,48.7,51.3,40.4,12,54.8,20.2,4.9,16,28.4,48.7,51.3,79,21,63.1,36.9
79,Otto Porter Jr.,WAS,25,77,42,35,31.6,64.6,35.4,54.1,23.3,36.5,12.9,9.3,17.9,30.9,63.2,36.8,91.3,8.7,71.9,28.1
79,Jonas Valanciunas,TOR,26,77,56,21,22.4,89.2,10.8,73.5,5.7,9.2,1.6,17.3,7.4,67.8,63.6,36.4,90,10,65.6,34.4
79,Ricky Rubio,UTA,27,77,44,33,29.3,67,33,49.6,24.6,28.6,8.4,21.8,14.6,25,28.8,71.2,86.5,13.5,44.8,55.2
79,Kyle O'Quinn,NYK,28,77,28,49,18,95.6,4.4,80,15.3,2.2,3.6,17.8,14.5,64.7,65.9,34.1,100,0,66.5,33.5
79,DeAndre Jordan,LAC,29,77,39,38,31.5,100,0,80.5,0,0,10.9,19.5,14.5,80.5,66.5,33.5,0,0,66.5,33.5
79,Pau Gasol,SAS,37,77,45,32,23.5,80.9,19.1,63,15.7,16.6,5,20.4,15,47.2,67.6,32.4,100,0,72.5,27.5
79,Davis Bertans,SAS,25,77,43,34,14.1,31.1,68.9,29.4,5.7,61.8,14.5,8.8,18.6,23.7,83.6,16.4,100,0,93.2,6.8
95,Serge Ibaka,TOR,28,76,53,23,27.5,62.1,37.9,56.7,20.6,33.5,9.3,9.8,12.3,36.1,69.9,30.1,95.3,4.7,77,23
95,Mike Scott,WAS,29,76,39,37,18.5,68.9,31.1,62.9,26.6,29.6,4,7.5,15.3,36.2,74.3,25.7,100,0,80.4,19.6
95,Fred VanVleet,TOR,24,76,55,21,20,52.1,47.9,37.8,1.5,49.4,15.5,12.8,17.1,36.3,24.2,75.8,77.8,22.2,49.1,50.9
95,Kelly Olynyk,MIA,27,76,42,34,23.4,56,44,48.2,6.9,36.5,6.1,15.4,15.1,41.3,53.3,46.7,90.6,9.4,65.8,34.2
95,Courtney Lee,NYK,32,76,27,49,30.4,63.2,36.8,50.4,20.6,37.1,14.1,12.5,19.5,29.8,49.1,50.9,79.6,20.4,59.2,40.8
95,John Henson,MIL,27,76,39,37,25.9,98.6,1.4,86,6,0.5,5.1,13.5,12,80,81.5,18.5,100,0,81.5,18.5
95,Steven Adams,OKC,24,76,43,33,32.7,99.7,0.3,84.8,0.9,0,9.4,15.2,13,83.9,69.2,30.8,0,0,69.2,30.8
95,T.J. McConnell,PHI,26,76,50,26,22.4,85.3,14.7,76.6,21.3,16.9,10.9,6.5,13.4,55.2,31.1,68.9,100,0,40,60
95,Montrezl Harrell,LAC,24,76,39,37,17,98.7,1.3,83,1.7,0.4,19.6,16.6,16,81.3,66.9,33.1,0,100,66.7,33.3
104,Giannis Antetokounmpo,MIL,23,75,39,36,36.8,90,10,69.4,11.1,6.4,17.6,24.2,15.4,58.3,42.9,57.1,90.7,9.3,45.7,54.3
104,Alex Abrines,OKC,24,75,42,33,15.1,24.1,75.9,17.6,1.1,71.4,15.6,11,16.4,16.4,54.8,45.2,100,0,87.8,12.2
104,Victor Oladipo,IND,26,75,48,27,34,67.7,32.3,55.2,18.1,27.8,18.4,16.9,20.5,37.1,28,72,55.3,44.7,34.8,65.2
104,Tony Snell,MIL,26,75,42,33,27.4,36.9,63.1,29.8,7,62.8,13.6,7.4,22.1,22.9,62.3,37.7,100,0,84.3,15.7
104,Goran Dragic,MIA,32,75,39,36,31.7,72.1,27.9,57.6,13.4,25.7,14,16.7,18.7,44.1,27.3,72.7,78.4,21.6,39,61
104,Mario Hezonja,ORL,23,75,21,54,22.1,56.7,43.3,50.7,10.5,37.4,17.2,11.9,16.9,40.2,56.8,43.2,87.8,12.2,67,33
104,LaMarcus Aldridge,SAS,32,75,45,30,33.4,93.2,6.8,76.1,27.1,4.7,3.5,19.3,14.3,49,50,50,96.3,3.7,51.8,48.2
104,D.J. Augustin,ORL,30,75,23,52,23.5,49.6,50.4,33.9,5.7,44.6,10.8,21.4,14,28.2,23.1,76.9,67.5,32.5,43.9,56.1
104,Anthony Davis,NOP,25,75,45,30,36.4,88.9,11.1,68.7,13.9,7.8,12.7,23.5,15.1,54.8,70.1,29.9,90.9,9.1,71.5,28.5
104,Nikola Jokic,DEN,23,75,43,32,32.6,72.3,27.7,56.8,13,24,4.4,19.2,10.8,43.8,54.5,45.5,89.2,10.8,62.1,37.9
104,Allen Crabbe,BKN,26,75,25,50,29.3,35.7,64.3,27.5,8.7,60.9,8.7,11.6,14.8,18.8,74.3,25.7,94,6,86.1,13.9
115,Michael Beasley,NYK,29,74,24,50,22.3,89.3,10.7,76.8,16,10.5,5.7,12.7,11.2,60.9,46.7,53.3,91.2,8.8,50.4,49.6
115,Jonas Jerebko,UTA,31,74,45,29,15.3,54,46,43.8,5.1,45.5,11.4,10.7,21,38.7,69.1,30.9,100,0,81.8,18.2
115,Domantas Sabonis,IND,22,74,45,29,24.5,94.4,5.6,76,11.6,4.5,7.1,19.5,15.7,64.3,73.7,26.3,100,0,74.7,25.3
115,Clint Capela,HOU,24,74,62,12,27.5,99.9,0.1,86,0.6,0,7.3,14,13.8,85.4,81.9,18.1,0,0,81.9,18.1
115,John Collins,ATL,20,74,21,53,24.1,91.4,8.6,76.7,5.4,6.2,9.9,17.1,20.3,71.3,74.2,25.8,100,0,75.5,24.5
115,Kyle Anderson,SAS,24,74,41,33,26.7,87,13,72.5,12,9.7,10.8,17.8,15.7,60.5,51.4,48.6,94.7,5.3,55,45
115,Brook Lopez,LAL,30,74,34,40,23.4,59,41,53.5,6,35,6.1,11.6,8.2,47.5,54.5,45.5,98.2,1.8,67.8,32.2
115,Wesley Johnson,LAC,30,74,38,36,20.1,51.9,48.1,44.7,24.3,44.7,11.7,10.7,16.6,20.3,75.6,24.4,90,10,81.3,18.7
115,Thon Maker,MIL,21,74,40,34,16.7,67.1,32.9,55.6,18.5,26.1,5.3,18.3,20.8,37.1,89.9,10.1,100,0,92.3,7.7
115,Mason Plumlee,DEN,28,74,40,34,19.5,99.7,0.3,84.4,2.7,0,8.2,15.6,15.3,81.7,71.5,28.5,0,0,71.5,28.5
115,Eric Bledsoe,MIL,28,74,40,34,31.4,63.6,36.4,52.2,11.7,28.6,17.7,19.2,21.5,40.5,28,72,74.4,25.6,40.4,59.6
115,Jerian Grant,CHI,25,74,24,50,22.8,62.8,37.2,47.8,20.7,29.6,9.2,22.6,9.9,27.1,15.5,84.5,65.6,34.4,30.1,69.9
115,OG Anunoby,TOR,20,74,51,23,20,43.1,56.9,41.1,0.5,50,14.8,8.9,18.9,40.6,71.1,28.9,94.5,5.5,81.6,18.4
115,Kentavious Caldwell-Pope,LAL,25,74,31,43,33.2,48,52,36.5,11.3,48.1,22.3,15.4,18.5,25.2,61.3,38.7,87.4,12.6,73.5,26.5
